代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率
000166.SZ,申万宏源,20150320,11.86,11.88,12.82,11.65,12.39,442537683,7853674401,0.53,4.4820,13.4992,58844536845,N/A,266678572337,3278247178,0,14856744977,142.5904,14.0362,30.8057,7.6784
000166.SZ,申万宏源,20150323,12.39,12.28,12.55,12.13,12.35,292739943,5226910267,-0.03,-0.2786,8.9298,58680624486,N/A,265935735088,3278247178,0,14856744977,142.1933,13.9971,30.7199,7.657
000166.SZ,申万宏源,20150324,12.35,12.32,12.33,11.73,11.94,270826718,4715207880,-0.41,-3.3520,8.2613,56713676179,N/A,257021688102,3278247178,0,14856744977,137.427,13.528,29.6902,7.4004
000166.SZ,申万宏源,20150325,11.94,11.93,12.19,11.77,11.82,203497114,3514445836,-0.12,-1.0405,6.2075,56123591687,N/A,254347474006,3278247178,0,14856744977,135.9971,13.3872,29.3812,7.3234
000166.SZ,申万宏源,20150326,11.82,11.73,12.02,11.62,11.88,185459271,3178770135,0.06,0.5257,5.6573,56418633933,N/A,255684581054,3278247178,0,14856744977,136.7121,13.4576,29.5357,7.3619
000166.SZ,申万宏源,20150327,11.88,11.88,11.98,11.80,11.88,125250648,2159041112,0.01,0.0581,3.8207,56451416405,N/A,255833148504,3278247178,0,14856744977,136.7915,13.4654,29.5529,7.3662
000166.SZ,申万宏源,20150330,11.88,11.90,12.14,11.86,12.03,191608983,3334112996,0.14,1.2195,5.8449,57139848313,N/A,258953064949,3278247178,0,14856744977,138.4597,13.6296,29.9133,7.456
000166.SZ,申万宏源,20150331,12.03,12.15,12.60,11.87,11.91,274723683,4870208873,-0.12,-0.9753,8.3802,56582546292,N/A,256427418303,3278247178,0,14856744977,137.1093,13.4967,29.6215,7.3833
000166.SZ,申万宏源,20150401,11.91,11.95,12.19,11.85,12.06,194816251,3390374957,0.15,1.2746,5.9427,57303760671,N/A,259695902198,3278247178,0,14856744977,138.8569,13.6687,29.9991,7.4774
000166.SZ,申万宏源,20150402,12.06,12.13,12.20,11.86,11.99,177613667,3084623655,-0.08,-0.6293,5.4179,56943153482,N/A,258061660250,3278247178,0,14856744977,137.9831,13.5827,29.8103,7.4303
000166.SZ,申万宏源,20150403,11.99,11.88,12.34,11.86,12.22,249207399,4386372206,0.23,1.8998,7.6018,58024975051,N/A,262964386093,3278247178,0,14856744977,140.6045,13.8407,30.3766,7.5715
000166.SZ,申万宏源,20150407,12.22,12.35,12.40,12.15,12.37,262024620,4670383861,0.16,1.2994,7.9928,58778971902,N/A,266381437438,3278247178,0,14856744977,142.4316,14.0206,30.7714,7.6699
000166.SZ,申万宏源,20150408,12.37,12.43,13.55,12.30,13.24,508489661,9522503936,0.86,6.9716,15.5110,62876780874,N/A,284952368659,3278247178,0,14856744977,152.3613,14.998,32.9166,8.2046
000166.SZ,申万宏源,20150409,13.24,13.33,14.21,13.12,13.17,514467075,10136816361,-0.07,-0.5214,15.6934,62548956156,N/A,283466694161,3278247178,0,14856744977,151.5669,14.9199,32.745,8.1618
000166.SZ,申万宏源,20150410,13.17,13.04,13.26,12.85,13.18,240651399,4556914050,0.01,0.1048,7.3409,62614521100,N/A,283763829061,3278247178,0,14856744977,151.7258,14.9355,32.7793,8.1704
000166.SZ,申万宏源,20150413,13.18,13.25,13.43,12.99,13.22,229106226,4369214196,0.03,0.2618,6.9887,62778433459,N/A,284506666310,3278247178,0,14856744977,152.123,14.9746,32.8651,8.1918
000166.SZ,申万宏源,20150414,13.22,13.18,13.42,12.80,13.24,232268237,4395884451,0.02,0.1567,7.0851,62876780874,N/A,284952368659,3278247178,0,14856744977,152.3613,14.998,32.9166,8.2046
000166.SZ,申万宏源,20150415,13.24,13.22,13.22,12.74,12.75,158532693,2986230929,-0.49,-3.7018,4.8359,60549225378,N/A,274404079725,3278247178,0,14856744977,146.7212,14.4429,31.6981,7.9009
000166.SZ,申万宏源,20150416,12.75,12.60,12.98,12.44,12.80,152452230,2808183551,0.06,0.4331,4.6504,60811485152,N/A,275592619323,3278247178,0,14856744977,147.3567,14.5054,31.8354,7.9351
000166.SZ,申万宏源,20150417,12.80,12.95,13.23,12.81,12.90,199881953,3763872776,0.10,0.7547,6.0972,61270439757,N/A,277672563620,3278247178,0,14856744977,148.4688,14.6149,32.0757,7.995
000166.SZ,申万宏源,20150420,12.90,12.91,12.94,12.48,12.48,208200312,3825452164,-0.42,-3.2638,6.3510,59270708978,N/A,268609949184,3278247178,0,14856744977,143.6231,14.1379,31.0288,7.734
000166.SZ,申万宏源,20150421,12.48,12.30,13.11,12.30,12.93,206983582,3845619011,0.46,3.6504,6.3138,61434352116,N/A,278415400869,3278247178,0,14856744977,148.866,14.654,32.1615,8.0164
000166.SZ,申万宏源,20150422,12.93,12.98,13.78,12.89,13.51,303277553,5802979745,0.58,4.4824,9.2512,64188079745,N/A,290895066650,3278247178,0,14856744977,155.5388,15.3108,33.6031,8.3757
000166.SZ,申万宏源,20150423,13.51,13.56,13.62,13.09,13.13,276624878,5339266321,-0.39,-2.8601,8.4382,62352261326,N/A,282575289463,3278247178,0,14856744977,151.0903,14.8729,32.642,8.1361
000166.SZ,申万宏源,20150424,13.13,12.91,12.97,12.55,12.69,191115087,3537468376,-0.43,-3.3123,5.8298,60286965603,N/A,273215540127,3278247178,0,14856744977,146.0857,14.3803,31.5608,7.8667
000166.SZ,申万宏源,20150427,12.69,12.76,12.97,12.64,12.80,148517570,2755165611,0.11,0.8700,4.5304,60811485152,N/A,275592619323,3278247178,0,14856744977,147.3567,14.5054,31.8354,7.9351
000166.SZ,申万宏源,20150428,12.80,12.81,12.97,12.63,12.73,169359141,3140715512,-0.08,-0.5930,5.1661,60450877962,N/A,273958377376,3278247178,0,14856744977,146.4829,14.4194,31.6466,7.888
000166.SZ,申万宏源,20150429,12.73,12.80,12.84,12.55,12.74,111617457,2056653079,0.01,0.1085,3.4048,60516442906,N/A,274255512275,3278247178,0,14856744977,146.6418,14.435,31.6809,7.8966
000166.SZ,申万宏源,20150430,12.74,12.81,12.82,12.53,12.55,129825800,2385338403,-0.19,-1.5168,3.9602,59598533696,N/A,270095623682,3278247178,0,14856744977,49.7676,6.5589,31.2004,7.7768
000166.SZ,申万宏源,20150504,12.55,12.54,12.67,12.38,12.48,104698431,1892924986,-0.07,-0.5501,3.1937,59270708978,N/A,268609949184,3278247178,0,14856744977,49.4938,6.5228,31.0288,7.734
000166.SZ,申万宏源,20150505,12.48,12.46,12.75,12.06,12.11,146985459,2648737983,-0.37,-2.9314,4.4837,57533237974,N/A,260735874346,3278247178,0,14856744977,48.043,6.3316,30.1192,7.5073
000166.SZ,申万宏源,20150506,12.11,12.22,12.48,11.82,11.94,139561878,2460915828,-0.17,-1.4245,4.2572,56713676179,N/A,257021688102,3278247178,0,14856744977,47.3586,6.2414,29.6902,7.4004
000166.SZ,申万宏源,20150507,11.94,11.84,12.22,11.84,11.99,107544849,1872067957,0.05,0.4046,3.2806,56943153482,N/A,258061660250,3278247178,0,14856744977,47.5502,6.2666,29.8103,7.4303
000166.SZ,申万宏源,20150508,11.99,12.20,12.28,11.86,12.09,107991149,1884735022,0.10,0.8636,3.2942,57434890559,N/A,260290171997,3278247178,0,14856744977,47.9608,6.3208,30.0677,7.4945
000166.SZ,申万宏源,20150511,12.09,12.26,12.35,12.11,12.34,142715719,2531160964,0.25,2.0548,4.3534,58615059543,N/A,265638600189,3278247178,0,14856744977,48.9463,6.4506,30.6856,7.6485
000166.SZ,申万宏源,20150512,12.34,12.35,12.75,12.17,12.52,187897347,3403016405,0.18,1.4541,5.7316,59467403809,N/A,269501353883,3278247178,0,14856744977,49.6581,6.5444,31.1318,7.7597
000166.SZ,申万宏源,20150513,12.52,12.53,12.53,12.19,12.23,132521773,2362872129,-0.29,-2.3153,4.0425,58090539994,N/A,263261520992,3278247178,0,14856744977,48.5084,6.3929,30.411,7.58
000166.SZ,申万宏源,20150514,12.23,12.25,12.37,12.08,12.17,97439694,1722680631,-0.06,-0.5079,2.9723,57795497748,N/A,261924413945,3278247178,0,14856744977,48.262,6.3604,30.2565,7.5415
000166.SZ,申万宏源,20150515,12.17,12.14,12.56,11.88,12.26,185385160,3280032676,0.10,0.7941,5.6550,58254452353,N/A,264004358241,3278247178,0,14856744977,48.6452,6.411,30.4968,7.6014
000166.SZ,申万宏源,20150518,12.26,12.06,12.26,11.96,12.02,109260247,1914893135,-0.25,-2.0259,3.3329,57074283369,N/A,258655930050,3278247178,0,14856744977,47.6597,6.2811,29.8789,7.4474
000166.SZ,申万宏源,20150519,12.02,12.00,13.03,11.98,12.64,330108715,6006494287,0.63,5.2269,10.0697,60057488301,N/A,272175567979,3278247178,0,14856744977,50.1508,6.6094,31.4407,7.8367
000166.SZ,申万宏源,20150520,12.64,12.55,12.61,12.32,12.39,220940768,3980654206,-0.26,-2.0197,6.7396,58844536845,N/A,266678572337,3278247178,0,14856744977,49.138,6.4759,30.8057,7.6784
000166.SZ,申万宏源,20150521,12.39,12.39,12.49,12.24,12.39,139876320,2504937611,0.00,0.0000,4.2668,58844536845,N/A,266678572337,3278247178,0,14856744977,49.138,6.4759,30.8057,7.6784
000166.SZ,申万宏源,20150522,12.39,12.51,12.95,12.44,12.73,257546168,4746692408,0.34,2.7298,7.8562,60450877962,N/A,273958377376,3278247178,0,14856744977,50.4793,6.6527,31.6466,7.888
000166.SZ,申万宏源,20150525,12.73,12.75,13.24,12.75,12.98,290906755,5479255773,0.26,2.0065,8.8739,61663829418,N/A,279455373017,3278247178,0,14856744977,51.4922,6.7862,32.2816,8.0463
000166.SZ,申万宏源,20150526,12.98,13.02,13.28,12.75,13.12,314703780,5918033700,0.14,1.0633,9.5998,62319478854,N/A,282426722013,3278247178,0,14856744977,52.0397,6.8583,32.6249,8.1319
000166.SZ,申万宏源,20150527,13.12,13.13,13.66,12.95,13.52,377641674,7301563822,0.40,3.0510,11.5196,64220862217,N/A,291043634099,3278247178,0,14856744977,53.6275,7.0676,33.6202,8.38
000166.SZ,申万宏源,20150528,13.52,13.56,14.20,12.62,12.77,478938464,9495664545,-0.75,-5.5130,14.6096,60680355265,N/A,274998349524,3278247178,0,14856744977,50.671,6.6779,31.7668,7.918
000166.SZ,申万宏源,20150529,12.77,12.85,13.24,12.43,12.91,318495936,5969560525,0.13,1.0265,9.7154,61303222229,N/A,277821131070,3278247178,0,14856744977,51.1911,6.7465,32.0928,7.9993
000166.SZ,申万宏源,20150601,12.91,12.91,13.74,12.56,13.47,328819704,6283590848,0.57,4.3850,10.0304,63991384915,N/A,290003661951,3278247178,0,14856744977,53.4358,7.0423,33.5001,8.35
000166.SZ,申万宏源,20150602,13.47,13.46,13.79,13.26,13.73,298035714,5846981229,0.26,1.9467,9.0913,65237118842,N/A,295649225042,3278247178,0,14856744977,54.4761,7.1794,34.1523,8.5126
000166.SZ,申万宏源,20150603,13.73,13.87,13.87,13.22,13.31,260994068,5126656194,-0.43,-3.1156,7.9614,63204605592,N/A,286438043157,3278247178,0,14856744977,52.7788,6.9557,33.0882,8.2474
000166.SZ,申万宏源,20150604,13.31,13.35,13.64,12.62,13.35,270095042,5148018510,0.04,0.3112,8.2390,63401300423,N/A,287329447855,3278247178,0,14856744977,52.9431,6.9774,33.1912,8.273
000166.SZ,申万宏源,20150605,13.35,13.56,13.63,12.95,13.22,275835478,5320601307,-0.13,-0.9824,8.4141,62778433459,N/A,284506666310,3278247178,0,14856744977,52.423,6.9088,32.8651,8.1918
000166.SZ,申万宏源,20150608,13.22,13.22,13.22,13.22,13.22,N/A,N/A,0.00,0.0000,N/A,62778433459,N/A,284506666310,3278247178,0,14856744977,52.423,6.9088,32.8651,8.1918
000166.SZ,申万宏源,20150609,13.22,13.22,13.22,13.22,13.22,N/A,N/A,0.00,0.0000,N/A,62778433459,N/A,284506666310,3278247178,0,14856744977,52.423,6.9088,32.8651,8.1918
000166.SZ,申万宏源,20150610,13.22,13.22,13.22,13.22,13.22,N/A,N/A,0.00,0.0000,N/A,62778433459,N/A,284506666310,3278247178,0,14856744977,52.423,6.9088,32.8651,8.1918
000166.SZ,申万宏源,20150611,13.22,13.22,13.22,13.22,13.22,N/A,N/A,0.00,0.0000,N/A,62778433459,N/A,284506666310,3278247178,0,14856744977,52.423,6.9088,32.8651,8.1918
000166.SZ,申万宏源,20150612,13.22,13.22,13.22,13.22,13.22,N/A,N/A,0.00,0.0000,N/A,62778433459,N/A,284506666310,3278247178,0,14856744977,52.423,6.9088,32.8651,8.1918
000166.SZ,申万宏源,20150615,13.22,13.49,13.99,13.04,13.10,294249804,5758773255,-0.12,-0.8877,8.9758,62221131438,N/A,281981019663,3278247178,0,14856744977,51.9576,6.8475,32.5734,8.119
000166.SZ,申万宏源,20150616,13.10,12.91,13.24,12.54,12.66,187178702,3496611121,-0.44,-3.3720,5.7097,60123053245,N/A,272472702878,3278247178,0,14856744977,50.2056,6.6166,31.475,7.8453
000166.SZ,申万宏源,20150617,12.66,12.81,12.87,12.29,12.71,165100319,3003491412,0.06,0.4362,5.0362,60385313019,N/A,273661242476,3278247178,0,14856744977,50.4246,6.6455,31.6123,7.8795
000166.SZ,申万宏源,20150618,12.71,12.58,12.70,12.11,12.14,137306775,2471302735,-0.57,-4.5060,4.1884,57664367861,N/A,261330144145,3278247178,0,14856744977,48.1525,6.346,30.1879,7.5244
000166.SZ,申万宏源,20150619,12.14,12.07,12.49,11.84,11.88,158448496,2801797238,-0.26,-2.1603,4.8333,56418633933,N/A,255684581054,3278247178,0,14856744977,47.1122,6.2089,29.5357,7.3619
000166.SZ,申万宏源,20150623,11.88,11.99,12.33,11.63,12.31,144747807,2533838221,0.43,3.6026,4.4154,58451147184,N/A,264895762940,3278247178,0,14856744977,48.8095,6.4326,30.5997,7.6271
000166.SZ,申万宏源,20150624,12.31,12.38,12.42,12.12,12.40,141286420,2517614200,0.10,0.7852,4.3098,58910101789,N/A,266975707237,3278247178,0,14856744977,49.1927,6.4831,30.84,7.687
000166.SZ,申万宏源,20150625,12.40,12.42,12.56,11.94,12.06,142636295,2548204758,-0.35,-2.7824,4.3510,57270978200,N/A,259547334748,3278247178,0,14856744977,47.824,6.3027,29.9819,7.4731
000166.SZ,申万宏源,20150626,12.06,11.90,12.39,10.85,11.14,214696612,3631410562,-0.92,-7.6131,6.5491,52910909453,N/A,239787863929,3278247178,0,14856744977,44.1831,5.8229,27.6994,6.9042
000166.SZ,申万宏源,20150629,11.14,11.56,11.56,10.06,10.42,209837916,3300885176,-0.72,-6.4436,6.4009,49501532388,N/A,224336849153,3278247178,0,14856744977,41.3361,5.4477,25.9145,6.4593
000166.SZ,申万宏源,20150630,10.42,10.43,11.24,9.84,11.21,216229253,3352259469,0.79,7.6159,6.5959,53271516642,N/A,241422105876,3278247178,0,14856744977,44.4842,5.8626,27.8882,6.9512
000166.SZ,申万宏源,20150701,11.21,11.04,11.31,10.35,10.41,165938514,2638195986,-0.80,-7.1385,5.0618,49468749916,N/A,224188281703,3278247178,0,14856744977,41.3087,5.4441,25.8974,6.455
000166.SZ,申万宏源,20150702,10.41,10.81,10.84,9.68,10.16,172113537,2595188191,-0.26,-2.4520,5.2502,48255798460,N/A,218691286061,3278247178,0,14856744977,40.2959,5.3106,25.2624,6.2967
000166.SZ,申万宏源,20150703,10.16,10.28,10.32,9.23,9.41,164902631,2342440249,-0.75,-7.4049,5.0302,44682509036,N/A,202497434037,3278247178,0,14856744977,37.312,4.9174,23.3917,5.8305
000166.SZ,申万宏源,20150706,9.41,10.35,10.35,9.36,9.94,221675751,3172331242,0.53,5.6493,6.7620,47206759363,N/A,213937127669,3278247178,0,14856744977,39.4199,5.1951,24.7132,6.1599
000166.SZ,申万宏源,20150707,9.94,9.66,9.94,8.94,9.94,297637276,4083884865,0.00,0.0000,9.0792,47206759363,N/A,213937127669,3278247178,0,14856744977,39.4199,5.1951,24.7132,6.1599
000166.SZ,申万宏源,20150708,9.94,9.03,9.30,8.94,8.94,373381925,4945596277,-0.99,-10.0000,11.3897,42486083427,N/A,192543414902,3278247178,0,14856744977,35.4779,4.6756,22.2419,5.5439
000166.SZ,申万宏源,20150709,8.94,8.94,9.84,8.36,9.84,223341380,3044075404,0.90,10.0309,6.8128,46747804758,N/A,211857183372,3278247178,0,14856744977,39.0366,5.1446,24.4729,6.1
000166.SZ,申万宏源,20150710,9.84,9.90,10.83,9.67,10.82,292615915,4490900775,0.98,9.9579,8.9260,51402915751,N/A,232953761239,3278247178,0,14856744977,42.9239,5.6569,26.9099,6.7074
000166.SZ,申万宏源,20150713,10.82,10.61,11.43,10.48,10.92,293837469,4639629526,0.10,0.9566,8.9632,51894652828,N/A,235182272986,3278247178,0,14856744977,43.3345,5.7111,27.1674,6.7716
000166.SZ,申万宏源,20150714,10.92,10.61,10.74,10.15,10.23,198031465,3003668731,-0.70,-6.3803,6.0408,48583623178,N/A,220176960559,3278247178,0,14856744977,40.5696,5.3467,25.434,6.3395
000166.SZ,申万宏源,20150715,10.23,10.03,10.32,9.29,9.31,138807831,1962543465,-0.92,-8.9744,4.2342,44223554431,N/A,200417489740,3278247178,0,14856744977,36.9288,4.8668,23.1515,5.7706
000166.SZ,申万宏源,20150716,9.31,9.31,9.70,9.12,9.43,109804493,1501675242,0.12,1.3343,3.3495,44813638923,N/A,203091703836,3278247178,0,14856744977,37.4215,4.9318,23.4604,5.8476
000166.SZ,申万宏源,20150717,9.43,9.49,10.00,9.43,9.84,118557807,1667446132,0.41,4.3160,3.6165,46747804758,N/A,211857183372,3278247178,0,14856744977,39.0366,5.1446,24.4729,6.1
000166.SZ,申万宏源,20150720,9.84,9.83,9.98,9.65,9.74,110081853,1560319314,-0.10,-0.9818,3.3579,46288850153,N/A,209777239075,3278247178,0,14856744977,38.6534,5.0941,24.2327,6.0401
000166.SZ,申万宏源,20150721,9.74,9.63,9.99,9.52,9.81,120176688,1704563984,0.07,0.7082,3.6659,46616674871,N/A,211262913573,3278247178,0,14856744977,38.9271,5.1302,24.4043,6.0829
000166.SZ,申万宏源,20150722,9.81,9.80,9.90,9.59,9.68,87229061,1229452763,-0.14,-1.4065,2.6608,45961025436,N/A,208291564578,3278247178,0,14856744977,38.3796,5.0581,24.061,5.9973
000166.SZ,申万宏源,20150723,9.68,9.72,9.94,9.68,9.92,117510950,1680513627,0.24,2.4964,3.5846,47108411948,N/A,213491425319,3278247178,0,14856744977,39.3378,5.1843,24.6617,6.147
000166.SZ,申万宏源,20150724,9.92,9.92,9.97,9.58,9.66,118292454,1687503960,-0.26,-2.6444,3.6084,45862678020,N/A,207845862228,3278247178,0,14856744977,38.2975,5.0472,24.0096,5.9845
000166.SZ,申万宏源,20150727,9.66,9.49,9.58,8.69,8.69,132297856,1757232529,-0.97,-10.0071,4.0356,41273131971,N/A,187046419260,3278247178,0,14856744977,34.465,4.5421,21.6069,5.3856
000166.SZ,申万宏源,20150728,8.69,8.51,9.56,8.05,9.26,238769580,3097563361,0.57,6.5925,7.2835,43994077129,N/A,199377517591,3278247178,0,14856744977,36.7371,4.8416,23.0313,5.7406
000166.SZ,申万宏源,20150729,9.26,9.21,9.66,8.98,9.39,100718258,1344308661,0.12,1.3413,3.0723,44584161621,N/A,202051731687,3278247178,0,14856744977,37.2299,4.9065,23.3402,5.8176
000166.SZ,申万宏源,20150730,9.39,9.32,9.48,9.02,9.02,71188410,958525352,-0.37,-3.8971,2.1715,42846690616,N/A,194177656849,3278247178,0,14856744977,35.779,4.7153,22.4307,5.5909
000166.SZ,申万宏源,20150731,9.02,8.94,9.17,8.84,9.15,68572809,899511335,0.13,1.4537,2.0918,43469557580,N/A,197000438395,3278247178,0,14856744977,36.2991,4.7839,22.7567,5.6722
000166.SZ,申万宏源,20150803,9.15,9.01,9.37,8.96,9.37,81237219,1079959796,0.22,2.4133,2.4781,44518596677,N/A,201754596788,3278247178,0,14856744977,37.1751,4.8993,23.3059,5.8091
