代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率
000157.SZ,中联重科,20110104,8.03,8.05,8.11,7.95,8.07,45945208,650055434,0.03,0.4243,1.1222,58136624246,N/A,82320517780,4094128468,0,5797219562,21.1469,5.4213,2.5571,5.3737
000157.SZ,中联重科,20110105,8.07,8.07,8.44,8.05,8.38,90438163,1313976975,0.31,3.8732,2.2090,60388394903,N/A,85508988540,4094128468,0,5797219562,21.966,5.6313,2.6562,5.5819
000157.SZ,中联重科,20110106,8.38,8.35,8.43,8.12,8.14,55331117,801758596,-0.24,-2.8475,1.3515,58668860946,N/A,83074156323,4094128468,0,5797219562,21.3405,5.4709,2.5805,5.4229
000157.SZ,中联重科,20110107,8.14,8.14,8.18,8.01,8.06,37047283,527180584,-0.09,-1.0468,0.9049,58054741676,N/A,82204573389,4094128468,0,5797219562,21.1171,5.4136,2.5535,5.3662
000157.SZ,中联重科,20110110,8.06,8.06,8.06,7.87,7.89,34607943,485145362,-0.17,-2.1157,0.8453,56826503136,N/A,80465407521,4094128468,0,5797219562,20.6703,5.2991,2.4995,5.2526
000157.SZ,中联重科,20110111,7.89,7.88,7.89,7.77,7.85,25311685,348405896,-0.04,-0.5043,0.6182,56539914143,N/A,80059602151,4094128468,0,5797219562,20.5661,5.2724,2.4869,5.2261
000157.SZ,中联重科,20110112,7.85,7.90,7.94,7.74,7.82,21592113,297427752,-0.03,-0.3621,0.5274,56335207720,N/A,79769741173,4094128468,0,5797219562,20.4916,5.2533,2.4779,5.2072
000157.SZ,中联重科,20110113,7.82,7.86,7.89,7.82,7.84,17528997,242142154,0.02,0.2907,0.4295,56318969246,N/A,81801666076,4081084728,0,5927656962,21.0136,5.3871,2.541,5.3399
000157.SZ,中联重科,20110114,7.84,7.83,7.83,7.69,7.71,23689311,322288039,-0.13,-1.6667,0.5805,55380319759,N/A,80438304974,4081084728,0,5927656962,20.6634,5.2973,2.4987,5.2509
000157.SZ,中联重科,20110117,7.71,7.64,7.64,7.22,7.28,46688071,606601181,-0.43,-5.6006,1.1440,52278695366,N/A,75933285683,4081084728,0,5927656962,19.5061,5.0006,2.3587,4.9568
