代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率
000069.SZ,华侨城A,20110104,4.22,4.25,4.51,4.20,4.46,29744598,376632937,0.24,5.7613,2.2783,16776232227,N/A,39931092557,1305543364,0,3107478020,14.4001,3.3775,2.3058,16.1129
000069.SZ,华侨城A,20110105,4.46,4.41,4.52,4.38,4.42,14143209,180976016,-0.05,-1.0117,1.0833,16606511590,N/A,39527120414,1305543364,0,3107478020,14.2544,3.3433,2.2825,15.9499
000069.SZ,华侨城A,20110106,4.42,4.43,4.47,4.38,4.44,11915133,152145610,0.02,0.5503,0.9127,16697899626,N/A,39744643876,1305543364,0,3107478020,14.3329,3.3617,2.295,16.0377
000069.SZ,华侨城A,20110107,4.44,4.46,4.59,4.42,4.48,18709818,243404380,0.04,0.8600,1.4331,16841509396,N/A,40086466458,1305543364,0,3107478020,14.4562,3.3906,2.3148,16.1756
000069.SZ,华侨城A,20110110,4.48,4.41,4.59,4.41,4.42,19476684,252673254,-0.06,-1.3178,1.4918,16619567024,N/A,39558195195,1305543364,0,3107478020,14.2656,3.346,2.2843,15.9625
000069.SZ,华侨城A,20110111,4.42,4.42,4.56,4.42,4.51,23593186,305006594,0.09,1.9639,1.8072,16945952865,N/A,40335064700,1305543364,0,3107478020,14.5458,3.4117,2.3291,16.2759
000069.SZ,华侨城A,20110112,4.51,4.63,4.86,4.56,4.66,58963128,796835748,0.15,3.2357,4.5164,17494281078,N/A,41640205468,1305543364,0,3107478020,15.0165,3.5221,2.4045,16.8026
000069.SZ,华侨城A,20110113,4.66,4.64,4.70,4.58,4.61,22175707,295530727,-0.05,-1.0448,1.6986,17311505007,N/A,41205158545,1305543364,0,3107478020,14.8596,3.4853,2.3794,16.627
000069.SZ,华侨城A,20110114,4.61,4.58,4.64,4.51,4.61,19459534,256423775,0.00,0.0754,1.4905,17324560440,N/A,41236233325,1305543364,0,3107478020,14.8708,3.4879,2.3812,16.6396
000069.SZ,华侨城A,20110117,4.61,4.55,4.62,4.24,4.27,24022826,304132274,-0.34,-7.4604,1.8401,16032072510,N/A,38159830086,1305543364,0,3107478020,13.7614,3.2277,2.2035,15.3982
000069.SZ,华侨城A,20110118,4.27,4.24,4.43,4.23,4.35,15639359,195875783,0.08,1.9544,1.1979,16345402917,N/A,38905624810,1305543364,0,3107478020,14.0303,3.2908,2.2466,15.6991
000069.SZ,华侨城A,20110119,4.35,4.33,4.46,4.28,4.45,12378239,156285023,0.10,2.2364,0.9481,16710955059,N/A,39775718656,1305543364,0,3107478020,14.3441,3.3644,2.2968,16.0502
000069.SZ,华侨城A,20110120,4.45,4.42,4.42,4.12,4.22,15475556,190203939,-0.23,-5.1563,1.1854,15849296439,N/A,37724783163,1305543364,0,3107478020,13.6045,3.1909,2.1784,15.2226
000069.SZ,华侨城A,20110121,4.22,4.20,4.45,4.18,4.37,23880277,298122888,0.15,3.6244,1.8291,16423735519,N/A,39092073492,1305543364,0,3107478020,14.0976,3.3065,2.2574,15.7744
000069.SZ,华侨城A,20110124,4.37,4.36,4.50,4.27,4.43,18001722,228134381,0.06,1.4308,1.3789,16658733325,N/A,39651419535,1305543364,0,3107478020,14.2993,3.3538,2.2897,16.0001
000069.SZ,华侨城A,20110125,4.43,4.43,4.52,4.38,4.44,12242019,157048937,0.00,0.0784,0.9377,16671788758,N/A,39682494315,1305543364,0,3107478020,14.3105,3.3565,2.2914,16.0126
000069.SZ,华侨城A,20110126,4.44,4.44,4.48,4.37,4.43,7291880,92900063,-0.01,-0.1566,0.5585,16645677891,N/A,39620344755,1305543364,0,3107478020,14.2881,3.3512,2.2879,15.9875
000069.SZ,华侨城A,20110127,4.43,4.31,4.31,4.10,4.25,29777290,360095276,-0.18,-4.0000,2.2808,15979850775,N/A,38035530965,1305543364,0,3107478020,13.7165,3.2172,2.1963,15.348
000069.SZ,华侨城A,20110128,4.25,4.25,4.30,4.10,4.17,30740071,369354358,-0.09,-2.0425,2.3546,15653464934,N/A,37258661460,1305543364,0,3107478020,13.4364,3.1515,2.1515,15.0346
000069.SZ,华侨城A,20110131,4.17,4.15,4.24,4.12,4.22,16604062,199986827,0.06,1.3344,1.2718,15862351873,N/A,37755857943,1305543364,0,3107478020,13.6157,3.1935,2.1802,15.2352
000069.SZ,华侨城A,20110201,4.22,4.23,4.25,4.16,4.20,8874208,107091171,-0.02,-0.4115,0.6797,15797074704,N/A,37600484042,1305543364,0,3107478020,13.5596,3.1804,2.1712,15.1725
000069.SZ,华侨城A,20110209,4.20,4.16,4.28,4.13,4.16,18389386,222862796,-0.05,-1.1570,1.4086,15614298633,N/A,37165437119,1305543364,0,3107478020,13.4028,3.1436,2.1461,14.9969
000069.SZ,华侨城A,20110210,4.16,4.16,4.25,4.16,4.23,14768002,178670619,0.08,1.8395,1.1312,15901518174,N/A,37849082284,1305543364,0,3107478020,13.6493,3.2014,2.1856,15.2728
000069.SZ,华侨城A,20110211,4.23,4.24,4.45,4.21,4.40,33084146,412854352,0.17,4.0230,2.5341,16541234422,N/A,39371746513,1305543364,0,3107478020,14.1984,3.3302,2.2735,15.8872
000069.SZ,华侨城A,20110214,4.40,4.40,4.55,4.36,4.52,34069224,437550795,0.12,2.7624,2.6096,16998174599,N/A,40459363820,1305543364,0,3107478020,14.5906,3.4222,2.3363,16.3261
000069.SZ,华侨城A,20110215,4.52,4.53,4.59,4.48,4.50,28975757,378549098,-0.03,-0.6144,2.2194,16893731130,N/A,40210765579,1305543364,0,3107478020,14.501,3.4012,2.3219,16.2258
000069.SZ,华侨城A,20110216,4.50,4.48,4.53,4.40,4.48,18505241,236749229,-0.02,-0.3864,1.4174,16828453962,N/A,40055391678,1305543364,0,3107478020,14.4449,3.388,2.313,16.1631
000069.SZ,华侨城A,20110217,4.48,4.48,4.50,4.38,4.44,15971006,203375090,-0.03,-0.7758,1.2233,16697899626,N/A,39744643876,1305543364,0,3107478020,14.3329,3.3617,2.295,16.0377
000069.SZ,华侨城A,20110218,4.44,4.44,4.51,4.35,4.46,12758560,163324718,0.02,0.3909,0.9773,16763176794,N/A,39900017777,1305543364,0,3107478020,14.3889,3.3749,2.304,16.1004
000069.SZ,华侨城A,20110221,4.46,4.41,4.54,4.35,4.53,31073432,396422205,0.07,1.6355,2.3801,17037340900,N/A,40552588161,1305543364,0,3107478020,14.6242,3.4301,2.3417,16.3637
000069.SZ,华侨城A,20110222,4.53,4.52,4.52,4.27,4.27,49110115,613873559,-0.26,-5.8238,3.7617,16045127944,N/A,38190904866,1305543364,0,3107478020,13.7726,3.2303,2.2053,15.4107
000069.SZ,华侨城A,20110223,4.27,4.27,4.31,4.19,4.27,24936856,305216044,-0.00,-0.0814,1.9101,16032072510,N/A,38159830086,1305543364,0,3107478020,13.7614,3.2277,2.2035,15.3982
000069.SZ,华侨城A,20110224,4.27,4.24,4.30,4.22,4.28,14865443,182465139,0.02,0.4072,1.1386,16097349678,N/A,38315203987,1305543364,0,3107478020,13.8174,3.2408,2.2125,15.4609
000069.SZ,华侨城A,20110225,4.28,4.29,4.34,4.20,4.28,13404668,164701824,-0.00,-0.0811,1.0268,16084294244,N/A,38284129206,1305543364,0,3107478020,13.8062,3.2382,2.2107,15.4484
000069.SZ,华侨城A,20110228,4.28,4.28,4.49,4.26,4.44,38430094,485038371,0.16,3.6526,2.9436,16671788758,N/A,39682494315,1305543364,0,3107478020,14.3105,3.3565,2.2914,16.0126
000069.SZ,华侨城A,20110301,4.44,4.44,4.88,4.44,4.88,140102115,1934745045,0.44,10.0235,10.7313,18342884264,N/A,43660066181,1305543364,0,3107478020,15.7449,3.6929,2.5211,17.6176
000069.SZ,华侨城A,20110302,4.88,4.87,4.94,4.81,4.88,84489501,1184218044,-0.00,-0.0712,6.4716,18329828831,N/A,43628991401,1305543364,0,3107478020,14.3542,3.6903,2.5193,17.6051
000069.SZ,华侨城A,20110303,4.88,4.88,4.99,4.82,4.91,53106757,751932149,0.03,0.7123,4.0678,18460383167,N/A,43939739203,1305543364,0,3107478020,14.4564,3.7166,2.5373,17.7305
000069.SZ,华侨城A,20110304,4.91,4.94,5.00,4.85,4.96,58129596,824959688,0.05,0.9901,4.4525,18643159238,N/A,44374786126,1305543364,0,3107478020,14.5996,3.3577,2.5624,17.906
000069.SZ,华侨城A,20110307,4.96,5.00,5.20,4.99,5.04,71832115,1054307689,0.08,1.6106,5.5021,18943434212,N/A,45089506070,1305543364,0,3107478020,14.8347,3.4118,2.6037,18.1944
000069.SZ,华侨城A,20110308,5.04,5.00,5.17,4.97,5.07,39680760,580932752,0.03,0.6203,3.0394,19060933114,N/A,45369179092,1305543364,0,3107478020,14.9267,3.4329,2.6198,18.3073
000069.SZ,华侨城A,20110309,5.07,5.07,5.28,5.06,5.21,54334636,812526060,0.14,2.7397,4.1618,19583150460,N/A,46612170300,1305543364,0,3107478020,15.3357,3.527,2.6916,18.8089
000069.SZ,华侨城A,20110310,5.21,5.22,5.24,5.10,5.16,30214404,448157343,-0.05,-1.0000,2.3143,19387318955,N/A,46146048597,1305543364,0,3107478020,15.1823,3.4917,2.6647,18.6208
000069.SZ,华侨城A,20110311,5.16,5.12,5.17,5.04,5.07,33854081,496631419,-0.09,-1.6835,2.5931,19060933114,N/A,45369179092,1305543364,0,3107478020,14.9267,3.4329,2.6198,18.3073
000069.SZ,华侨城A,20110314,5.07,5.09,5.18,5.06,5.15,19697577,290222758,0.08,1.5753,1.5088,19361208088,N/A,46083899037,1305543364,0,3107478020,15.1619,3.487,2.6611,18.5957
000069.SZ,华侨城A,20110315,5.15,5.12,5.16,4.94,5.10,33340854,485428313,-0.05,-1.0115,2.5538,19165376584,N/A,45617777334,1305543364,0,3107478020,15.0085,3.4517,2.6342,18.4076
000069.SZ,华侨城A,20110316,5.10,5.08,5.14,5.00,5.07,33889658,494111528,-0.03,-0.6812,2.5958,19034822247,N/A,45307029532,1305543364,0,3107478020,14.9063,3.4282,2.6162,18.2822
000069.SZ,华侨城A,20110317,5.07,5.00,5.18,4.97,5.04,24477607,358892936,-0.03,-0.5487,1.8749,18930378778,N/A,45058431290,1305543364,0,3107478020,14.8245,3.4094,2.6019,18.1819
000069.SZ,华侨城A,20110318,5.04,5.07,5.18,5.07,5.10,16897609,249057967,0.06,1.2414,1.2943,19165376584,N/A,45617777334,1305543364,0,3107478020,15.0085,3.4517,2.6342,18.4076
000069.SZ,华侨城A,20110321,5.10,5.15,5.25,5.10,5.17,25733173,384375266,0.07,1.2943,1.9711,19413429823,N/A,46208198157,1305543364,0,3107478020,15.2028,3.4964,2.6683,18.6459
000069.SZ,华侨城A,20110322,5.17,5.19,5.26,5.07,5.18,22974381,342497666,0.01,0.2017,1.7598,19452596124,N/A,46301422498,1305543364,0,3107478020,15.2335,3.5035,2.6737,18.6835
000069.SZ,华侨城A,20110323,5.18,5.18,5.43,5.14,5.38,39327228,604599478,0.20,3.8255,3.0123,20196755841,N/A,48072684969,1305543364,0,3107478020,15.8162,3.6375,2.7759,19.3982
000069.SZ,华侨城A,20110324,5.38,5.37,5.51,5.33,5.34,26765949,416916759,-0.03,-0.5818,2.0502,20079256938,N/A,47793011948,1305543364,0,3107478020,15.7242,3.6163,2.7598,19.2854
000069.SZ,华侨城A,20110325,5.34,5.34,5.34,5.34,5.34,N/A,N/A,0.00,0.0000,N/A,20079256938,N/A,47793011948,1305543364,0,3107478020,15.7242,3.6163,2.7598,19.2854
000069.SZ,华侨城A,20110328,5.34,5.47,5.56,5.30,5.33,32556309,508297190,-0.01,-0.2601,2.4937,20027035204,N/A,47668712827,1305543364,0,3107478020,15.6833,3.6069,2.7526,19.2352
000069.SZ,华侨城A,20110329,5.33,5.32,5.37,5.22,5.23,20218258,307073489,-0.10,-1.8253,1.5486,19661483062,N/A,46798618981,1305543364,0,3107478020,15.397,3.5411,2.7024,18.8841
000069.SZ,华侨城A,20110330,5.23,5.22,5.27,5.18,5.21,15416622,231740713,-0.02,-0.4648,1.1809,19570095026,N/A,46581095520,1305543364,0,3107478020,15.3255,3.5246,2.6898,18.7963
